Pesticide Name,URL,Allowed or prohibited,Check name,Cas Number,Carcinogen,Cas name,ADI,General human health issues,Wesslings Tests?,AGQ Tests?
Imazamox,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/392.htm,Approved,imazamox (Ref: BAS 720H),114311-32-9,Not carcinogenic,"2-[4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl]-5-(methoxymethyl)-3-pyridinecarboxylic acid",9,No further information available,Not tested,Not tested
Imazapic,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1152.htm,Not approved,imazapic (Ref: AC 263222),104098-48-8,Not carcinogenic,"2-[4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl]-5-methyl-3-pyridinecarboxylic acid",0.5,No further information available,Not tested,Not tested
Imazapyr,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/393.htm,Not approved,imazapyr,81334-34-1,Not carcinogenic,"2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-3-pyridinecarboxylic acid",-,Highly toxic,Not tested,Not tested
Imazaquin,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/394.htm,Approved,imazaquin (Ref: BAS 725H),81335-37-7,Not carcinogenic,"2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-3-quinolinecarboxylic acid",0.25,Harmful if ingested,Not tested,Not tested
Imazethapyr,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/395.htm,Not approved,imazethapyr (Ref: AC 252925),81335-77-5,Not carcinogenic,"2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-5-ethyl-3-pyridinecarboxylic acid",0.44,No further information available,Not tested,Not tested
Imazosulfuron,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/396.htm,Not approved,imazosulfuron (Ref: TH 913),122548-33-8,Not carcinogenic,"2-chloro-N-[[(4,6-dimethoxy-2-pyrimidinyl)amino]carbonyl]imidazo[1,2-a]pyridine-3-sulfonamide",0.75,Possible liver & thyroid toxicant,Not tested,Not tested
Imibenconazole,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1026.htm,Not approved,imibenconazole (Ref: HF 6305),86598-92-7,-,"(4-chlorophenyl)methyl N-(2,4-dichlorophenyl)-1H-1,2,4-triazole-1-ethanimidothioate",0.0085,"Harmful by inhalation, in contact with skin and if swallowed",Not tested,Not tested
Imicyafos,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1365.htm,Not approved,imicyafos,140163-89-9,-,O-ethyl S-propyl [(2E)-2-(cyanoimino)-3-ethyl-1-imidazolidinyl]phosphonothioate,-,No further information available,Not tested,Not tested
Imidacloprid,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/397.htm,Approved,imidacloprid (Ref: BAY NTN 33893),138261-41-3,Not carcinogenic,(2E)-1-((6-chloro-3-pyridinyl)methyl)-N-nitro-2-imidazolidinimine,0.06,"Moderately toxicPotential liver, kidney, thyroid, heart and spleen toxicant",Not tested,Not tested
Imidaclothiz,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/3027.htm,Not approved,imidaclothiz,105843-36-5,-,"1-((2-chloro-5-thiazolyl)methyl)-4,5-dihydro-N-nitro-1H-imidazol-2-amine",-,No information available,Not tested,Not tested
Iminoctadine Triacetate,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1085.htm,Not approved,iminoctadine triacetate (Ref: DF 125),57520-17-9,-,"N,N-(iminodi-8,1-octanediyl)bis[guanidine] triacetate",0.0023,Highly toxic,Not tested,Not tested
Iminoctadine Tris(Albesilate),https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2397.htm,Not approved,iminoctadine tris(albesilate) (Ref: DF-250),99257-43-9,-,"N,N'''-(iminodi-8,1-octanediyl)bisguanidinium tris(dodecylbenzenesulfonate)",-,Highly,Not tested,Not tested
Iminoctadine,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/398.htm,Not approved,iminoctadine,13516-27-3,-,"N,N'-(iminodi-8,1-octanediyl)bis[guanidine]",-,Highly toxic,Not tested,Not tested
Imiprothrin,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1232.htm,Not approved,imiprothrin (Ref: S 41311),72963-72-5,Not carcinogenic,"[2,5-dioxo-3-(2-propynyl)-1-imidazolidinyl]methyl (1R)-2,2-dimethyl-3-(2-methyl-1-propenyl)cyclopropanecarboxylate",-,No further information available,Not tested,Not tested
Inabenfide,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2436.htm,Not approved,inabenfide (Ref: CGR-811 ),82211-24-3,Not carcinogenic,N-[4-chloro-2-(hydroxyphenylmethyl)phenyl]-4-pyridinecarboxamide,Subcutaneous LD50 > 5000 mg kg-1,Not acutely toxic,Not tested,Not tested
Indanofan,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1180.htm,Not approved,indanofan (Ref: MK 243),133220-30-1,-,"2-[[2-(3-chlorophenyl)oxiranyl]methyl]-2-ethyl-1H-indene-1,3(2H)-dione",0.0035,No further information available,Not tested,Not tested
Indaziflam,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1663.htm,Not approved,indaziflam,950782-86-2,Not carcinogenic,"N-[(1R,2S)-2,3-dihydro-2,6-dimethyl-1H-inden-1-yl]-6-(1-fluoroethyl)-1,3,5-triazine-2,4-diamine",-,Possible liver and thyroid toxicantHarmful is swallowed,Not tested,Not tested
Indoxacarb,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/399.htm,Approved,indoxacarb (Ref: DPX KN128),173584-44-6,Not carcinogenic,"methyl (4aS)-7-chloro-2,5-dihydro-2-(((methoxycarbonyl)(4-(trifluoromethoxy)phenyl)amino])carbonyl)indeno(1,2-e)(1,3,4)oxadiazine-4a(3H)-carboxylate",0.005,"Moderately toxicPossible kidney, liver, spleen and CNS toxicant",Not tested,Not tested
Inezin,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2431.htm,Not approved,inezin,21722-85-0,-,O-ethyl S-(phenylmethyl) P-phenylphosphonothioate,-,No information available,Not tested,Not tested
Inscalis,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/3093.htm,Not approved,inscalis,-,-,-,-,No information available,Not tested,Not tested
Iodobonil,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2806.htm,Not approved,iodobonil,25671-45-8,-,"4-cyano-2,6-di-iodophenyl 2-propenyl carbonate",-,No information available,Not tested,Not tested
Iodofenphos,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/400.htm,Not approved,iodofenphos,18181-70-9,-,"O-(2,5-dichloro-4-iodophenyl) O,O-dimethyl phosphorothioate",-,No further information available,Not tested,Not tested
Iodosulfuron-Methyl-Sodium,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/401.htm,Approved,iodosulfuron-methyl-sodium (Ref: AE F115008),144550-36-7,Not carcinogenic,"sodium salt of methyl 4-iodo-2-(((((4-methoxy-6-methyl-1,3,5-triazin-2-yl)amino)carbonyl)amino)sulfonyl)benzoate",0.03,No further information available,Not tested,Not tested
Iofensulfuron,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2624.htm,Not approved,iofensulfuron,1144097-22-2,-,"2-iodo-N-(((4-methoxy-6-methyl-1,3,5-triazin-2-yl)amino)carbonyl)benzenesulfonamide",-,No information available,Not tested,Not tested
Ioxynil Lithium,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2215.htm,Not approved,ioxynil lithium,2961-61-7,Not carcinogenic,"4-hydroxy-3,5-diiodobenzonitrile lithium salt",0.005,Highly toxic by ingestion and skin contact,Not tested,Not tested
Ioxynil Octanoate,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1063.htm,Not approved,ioxynil octanoate,3861-47-0,Not carcinogenic,"4-cyano-2,6-diiodophenyl octanoate",0.005,Possible thyroid toxicant,Not tested,Not tested
Ioxynil Sodium,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2216.htm,Not approved,ioxynil sodium,2961-62-8,Not carcinogenic,"4-hydroxy-3,5-diiodobenzonitrile sodium salt",0.005,Highly toxic by ingestion and skin contact,Not tested,Not tested
Ioxynil,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/402.htm,Not approved,ioxynil (Ref: ACP 63-303),1689-83-4,Not carcinogenic,"4-hydroxy-3,5-diiodophenyl cyanide",0.005,"Possible thyroid toxicantMay cause gastroenteritis, fever and hyperthermia",Not tested,Not tested
Ipconazole,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1140.htm,Approved,ipconazole (Ref: KNF 317),125225-28-7,Not carcinogenic,"2-[(4-chlorophenyl)methyl]-5-(1-methylethyl)-1-(1H-1,2,4-triazol-1-ylmethyl)cyclopentanol",0.015,Possible stomach toxicantMay cause eye damage,Not tested,Not tested
Ipfencarbazone,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1666.htm,Not approved,ipfencarbazone (Ref: HOK-201),212201-70-2,-,"1-(2,4-dichlorophenyl)-N-(2,4-difluorophenyl)-1,5-dihydro-N-(1-methylethyl)-5-oxo-4H-1,2,4-triazole-4-carboxamide",-,No further information available,Not tested,Not tested
Ipfentrifluconazole,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/3095.htm,Not approved,ipfentrifluconazole,1417782-08-1,-,"α-[4-(4-chlorophenoxy)-2-(trifluoromethyl)phenyl]-a-(1-methylethyl)-1H-1,2,4-triazole-1-ethanol",-,No information available,Not tested,Not tested
Iprobenfos,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1207.htm,Not approved,iprobenfos,26087-47-8,-,"O,O-bis(1-methylethyl) S-(phenylmethyl) phosphorothioate",-,Hamful if swallowed,Not tested,Not tested
Iprovalicarb,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/404.htm,Approved,iprovalicarb (Ref: SZX 0722),140923-17-7,Carcinogenic,1-methylethyl ((1S)-2-methyl-1-(((1-(4-methylphenyl)ethyl)amino)carbonyl)propyl)carbamate,0.015,USEPA - probable human carcinogen,Not tested,Not tested
Iron Sulphate,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1399.htm,Approved,iron sulphate,7720-78-7,Not carcinogenic,iron(II) tetraoxosulfate,0.8,"May cause gastrointestinal irritationIngestion may cause esophagus, bleeding of the stomach and ulcer formationPossible liver toxicant",Not tested,Not tested
Isamidofos,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2808.htm,Not approved,isamidofos (Ref: Hoe 36275),66602-87-7,-,O-ethyl S-(N-methylcarbaniloylmethyl) N-isopropylphosphoramidothioate,-,No further information available,Not tested,Not tested
Isazofos,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/405.htm,Not approved,isazofos (Ref: CGA 12223),42509-80-8,-,"O-(5-chloro-1-(1-methylethyl)-1H-1,2,4-triazol-3-yl) O,O-diethyl phosphorothioate",-,"Toxic in contact with skin, if swallowed or inhaled",Not tested,Not tested
Isobutyric Acid,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/3128.htm,Not approved,isobutyric acid,79-31-2,Not carcinogenic,2-methylpropanoic acid,-,May cause serious eye damageMay cause serious burns,Not tested,Not tested
Isocarbamide,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2595.htm,Not approved,isocarbamide (Ref: BAY 94871),30979-48-7,-,N-(2-methylpropyl)-2-oxo-1-imidazolidinecarboxamide,-,No further information available,Not tested,Not tested
Isocarbophos,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/987.htm,Not approved,isocarbophos (Ref: BAY 93820),24353-61-5,-,1-methylethyl 2-[[amino(methoxy)phosphinothioyl]oxy]benzoate,-,"Chronic exposure may cause seizures, incontinence, respiratory depression and loss of consciousness",Not tested,Not tested
Isodrin,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1535.htm,Not approved,isodrin (Ref: ENT 19244),465-73-6,-,"(1R,4S,4aS,5R,8S,8aR)-rel-1,2,3,4,10,10-hexachloro-1,4,4a,5,8,8a-hexahydro-1,4:5,8-dimethanonaphthalene",-,"May cause respiratory depression and convulsions leading to comaLiver and CNS toxicantMay cause headache, nausea, vomiting, dizziness, and tremors",Not tested,Not tested
Isofenphos-Methyl,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1672.htm,Not approved,isofenphos-methyl,99675-03-3,Not carcinogenic,1-methylethyl 2-[[methoxy[(1-methylethyl)amino]phosphinothioyl]oxy]benzoate,-,Toxic in contact with skin or if swallowed,Not tested,Not tested
Isolan,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1721.htm,Not approved,isolan (Ref: ENT 19060),119-38-0,Carcinogenic,dimethyl-5-(1-isopropyl-3-methyl-pyrazolyl)carbamate,-,"Toxic by ingestion, skin contact and intraperitoneal routes",Not tested,Not tested
Isomethiozin,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2810.htm,Not approved,isomethiozin (Ref: BAY DIC 1577),57052-04-7,-,"6-(1,1-dimethylethyl)-4-[(2-methylpropylidene)amino]-3-(methylthio)-1,2,4-triazin-5(4H)-one",-,No further information available,Not tested,Not tested
Isonoruron,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2437.htm,Not approved,isonoruron (Ref: BAS 2103H ),28805-78-9,Not carcinogenic,"reaction mixture of 1,1-dimethyl-3-(perhydro-4,7-methanoinden-1-yl)urea and 1,1-dimethyl-3-(perhydro-4,7-methanoinden-2-yl)urea",-,Harmful if swallowed,Not tested,Not tested
Isopamphos,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2811.htm,Not approved,isopamphos,94343-56-3,-,3-nonyloxypropylammonium methylphosphonate,-,No further information available,Not tested,Not tested
Isopolinate,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1371.htm,Not approved,isopolinate (Ref: R-4574),3134-70-1,-,S-(1-methylethyl) hexahydro-1H-azepine-1-carbothioate,-,No further information available,Not tested,Not tested
Isoprocarb,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1184.htm,Not approved,isoprocarb (Ref: OMS 32),2631-40-5,Not carcinogenic,2-(1-methylethyl)phenyl methylcarbamate,-,Harmful if swallowed,Not tested,Not tested
Isopropalin,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/407.htm,Not approved,isopropalin (Ref: EL-179),33820-53-0,-,"4-(1-methylethyl)-2,6-dinitro-N,N-dipropylbenzenamine",-,No further information available,Not tested,Not tested
Isoprothiolane,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/408.htm,Not approved,isoprothiolane (Ref: SS 11946),50512-35-1,-,"bis(1-methylethyl) 1,3-dithiolan-2-ylidenepropanedioate",-,No further information available,Not tested,Not tested
Isopyrazam,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1449.htm,Approved,isopyrazam (Ref: SYN 520453),881685-58-1,Carcinogen,"3-(difluoromethyl)-1-methyl-N-[1,2,3,4-tetrahydro-9-(1-methylethyl)-1,4-methanonaphthalen-5-yl]-1H-pyrazole-4-carboxamide",0.03,Possible liver toxicantUSEPA - probable human carcinogen,Not tested,Not tested
Isopyrimol,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2438.htm,Not approved,isopyrimol (Ref: EL-509),55283-69-7,-,α-(4-chlorophenyl)-a-(1-methylethyl)-5-pyrimidinemethanol,-,No further information available,Not tested,Not tested
Isothioate,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2812.htm,Not approved,isothioate (Ref: Z-7272),36614-38-7,-,"O,O-dimethyl S-[2-[(1-methylethyl)thio]ethyl] phosphorodithioate",-,No further information available,Not tested,Not tested
Isotianil,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1363.htm,Not approved,isotianil (Ref: BYF1047),224049-04-1,Not carcinogenic,"3,4-dichloro-N-(2-cyanophenyl)-5-isothiazolecarboxamide",-,No further information available,Not tested,Not tested
Isouron,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2763.htm,Not approved,isouron,55861-78-4,-,"N-[5-(1,1-dimethylethyl)-3-isoxazolyl]-N,N-dimethylurea",-,Moderately toxic of ingested,Not tested,Not tested
Isovaleric Acid,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/3129.htm,Not applicable,isovaleric acid,503-74-2,-,3-methylbutryic acid,-,No information available,Not tested,Not tested
Isoxaben,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/411.htm,Approved,isoxaben (Ref: EAF 496),82558-50-7,Carcinogenic,"N-(3-(1-ethyl-1-methylpropyl)-5-isoxazolyl)-2,6-dimethoxybenzamide",0.05,BioaccumulatesPossible liver toxicantUSEPA - some evidence to suggest possible human carcinogen,Not tested,Not tested
Isoxaflutole,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/412.htm,Approved,isoxaflutole (Ref: RPA 201772),141112-29-0,Carcinogenic,(5-cyclopropyl-4-isoxazolyl)[2-(methylsulfonyl)-4-(trifluoromethyl)phenyl]methanone,0.02,Possible liver toxicantMay damage corneal opacityUSEPA - probable human carcinogen,Not tested,Not tested
Isoxapyrifop,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2439.htm,Not approved,isoxapyrifop (Ref: HOK-1566),87757-18-4,-,"2-[2-[4-[(3,5-dichloro-2-pyridinyl)oxy]phenoxy]-1-oxopropyl]isoxazolidine",-,No further information available,Not tested,Not tested
Isoxathion,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/413.htm,Not approved,isoxathion (Ref: SL 6711),18854-01-8,-,"O,O-diethyl O-(5-phenyl-3-isoxazolyl) phosphorothioate",0.003,Toxic,Not tested,Not tested
Izopamfos,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2671.htm,Not approved,izopamfos,83327-52-0,-,methyl hydrogen phosphonate compound with 3-(isononyloxy)-1-propanamine (1:1),-,No further information available,Not tested,Not tested
Kadethrin,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2540.htm,Not approved,kadethrin (Ref: ENT 29117),58769-20-3,-,"[5-(phenylmethyl)-3-furanyl]methyl (1R,3S)-3-[(E)-(dihydro-2-oxo-3(2H)-thienylidene)methyl]-2,2-dimethylcyclopropanecarboxylate",-,No information available,Not tested,Not tested
Kaolin,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1306.htm,Approved,kaolin,1332-58-7,Not carcinogenic,aluminium silicate,-,Inhalation may cause pneumoconiosis (Kaolinosis)May produce gastrointestinal disturbances as high doses,Not tested,Not tested
Kappa-Bifenthrin,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/3089.htm,Approved (via bifenthrin),kappa-bifenthrin,439680-76-9,-,"(2-methyl(1,1'-biphenyl)-3-yl)methyl (1R,3R)-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propen-1-yl)-2,2-dimethylcyclopropanecarboxylate",-,No information available,Not tested,Not tested
Kappa-Tefluthrin,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/3090.htm,Approved (via tefluthrin),kappa-tefluthrin,391634-71-2,-,"(2,3,5,6-tetrafluoro-4-methylphenyl)methyl (1R,3R)-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propen-1-yl)-2,2-dimethylcyclopropanecarboxylate",-,No information available,Not tested,Not tested
Karbutilate,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1289.htm,Not approved,karbutilate (Ref: FMC 11092),4849-32-5,-,"3-[[(dimethylamino)carbonyl]amino]phenyl (1,1-dimethylethyl)carbamate",-,Harmful is swallowed,Not tested,Not tested
Kelevan,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1599.htm,Not approved,kelevan (Ref: GC-9160),4234-79-1,Carcinogenic,"ethyl 1,1a,3,3a,4,5,5,5a,5b,6-decachlorooctahydro-2-hydroxy-?-oxo-1,3,4-metheno-1H-cyclobuta[cd]pentalene-2-pentanoate",-,Liver and brain toxicant,Not tested,Not tested
Kinoprene,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1131.htm,Not approved,kinoprene,42588-37-4,Not carcinogenic,"2-propynyl (2E,4E)-3,7,11-trimethyl-2,4-dodecadienoate",-,No further information available,Not tested,Not tested
Kresoxim-Methyl,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/414.htm,Approved,kresoxim-methyl (Ref: BAS 490F),143390-89-0,Carcinogenic,methyl (αE)-α-(methoxyimino)-2-((2-methylphenoxy)methyl)benzeneacetate,0.4,Possible carcinogen but this is desputed by many sources,Not tested,Not tested
Lambda-Cyhalothrin,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/415.htm,Approved,lambda-cyhalothrin (Ref: OMS 3021),91465-08-6,Not carcinogenic,"(R)-cyano(3-phenoxyphenyl)methyl (1S,3S)-rel-3-((1Z)-2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",0.0025,"Harmful if swallowed, inhaled or in contact with skinPossible immune system and thyroid toxicant in susceptable individuals",Not tested,Not tested
Lead Arsenate,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/2553.htm,Not approved,lead arsenate,7784-40-9,Carcinogen,"arsenic acid, lead salt",-,Highly toxicA Class A oncogen,Not tested,Not tested
Lenacil,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/417.htm,Approved,lenacil (Ref: DPX B634),2164-08-1,Carcinogenic,"3-cyclohexyl-6,7-dihydro-1H-cyclopentapyrimidine-2,4(3H,5H)-dione",0.12,No further information available,Not tested,Not tested
Lime Sulphur,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1727.htm,Approved,lime sulphur,1344-81-6,Not carcinogenic,Calcium polysulfide,None allocated,May cause stomach and oesophagus burns if ingestedMay be fatal if ingestedHarmful to most body organs,Not tested,Not tested
Limestone,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/1823.htm,Approved,limestone,1317-65-3,Not carcinogenic,calcium carbonate,None allocated,"Considered to be relatively non-toxicAt high doses may cause nausea, flatulence and abdominal distention",Not tested,Not tested
Lindane,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/370.htm,Not approved,lindane (Ref: OMS 17),58-89-9,Carcinogenic,"(1α,2α,3β,4α,5α,6β)-1,2,3,4,5,6-hexachlorocyclohexane",0.003,"Highly toxicMay cause dermatitisMay cause abdominal pain, nausea, vomiting, seizures, muscle tremors and hyperreflexiaUSEPA - some evidence to suggest possible human carcinogenEndocrine issues - Reduction of oestrous cycles",Not tested,Not tested
Linuron,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/419.htm,Not approved,linuron (Ref: HOE 02810),330-55-2,Carcinogenic,"N'-(3,4-dichlorophenyl)-N-methoxy-N-methylurea",0.003,"May cause nausea, vomiting, and diarrhea if ingestedUSEPA - possible human carcinogenEndocrine issues - Competitive binding to androgen receptor, thyroid receptor agonist",Not tested,Not tested
Lufenuron,https://sitem.herts.ac.uk/aeru/ppdb/en/Reports/420.htm,Approved,lufenuron (Ref: CGA 184699),103055-07-8,Not carcinogenic,"N-(((2,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl)amino)carbonyl)-2,6-difluorobenzamide",0.015,Possible liver and thyroid toxicant,Not tested,Not tested
